format,metric,year,value_actual
Ringtones & Ringbacks,Value (Adjusted),2017,37.040368455
Ringtones & Ringbacks,Value (Adjusted),2018,25.41009037
Ringtones & Ringbacks,Value (Adjusted),2019,21.426736902
SACD,Value (Adjusted),1973,0.0
SACD,Value (Adjusted),1974,0.0
SACD,Value (Adjusted),1975,0.0
SACD,Value (Adjusted),1976,0.0
SACD,Value (Adjusted),1977,0.0
SACD,Value (Adjusted),1978,0.0
SACD,Value (Adjusted),1979,0.0
SACD,Value (Adjusted),1980,0.0
SACD,Value (Adjusted),1981,0.0
SACD,Value (Adjusted),1982,0.0
SACD,Value (Adjusted),1983,0.0
SACD,Value (Adjusted),1984,0.0
SACD,Value (Adjusted),1985,0.0
SACD,Value (Adjusted),1986,0.0
SACD,Value (Adjusted),1987,0.0
SACD,Value (Adjusted),1988,0.0
SACD,Value (Adjusted),1989,0.0
SACD,Value (Adjusted),1990,0.0
SACD,Value (Adjusted),1991,0.0
SACD,Value (Adjusted),1992,0.0
SACD,Value (Adjusted),1993,0.0
SACD,Value (Adjusted),1994,0.0
SACD,Value (Adjusted),1995,0.0
SACD,Value (Adjusted),1996,0.0
SACD,Value (Adjusted),1997,0.0
SACD,Value (Adjusted),1998,0.0
SACD,Value (Adjusted),1999,0.0
SACD,Value (Adjusted),2000,0.0
SACD,Value (Adjusted),2001,0.0
SACD,Value (Adjusted),2002,0.0
SACD,Value (Adjusted),2003,36.542277717
SACD,Value (Adjusted),2004,22.466417152
SACD,Value (Adjusted),2005,13.09047619
SACD,Value (Adjusted),2006,6.974769345
SACD,Value (Adjusted),2007,4.43977424
SACD,Value (Adjusted),2008,3.681029526
SACD,Value (Adjusted),2009,2.860004568
SACD,Value (Adjusted),2010,1.993143504
SACD,Value (Adjusted),2011,1.704842202
SACD,Value (Adjusted),2012,1.494897613
SACD,Value (Adjusted),2013,1.073719014
SACD,Value (Adjusted),2014,0.82446336
SACD,Value (Adjusted),2015,1.125529098
SACD,Value (Adjusted),2016,1.28555661
SACD,Value (Adjusted),2017,0.887142473
SACD,Value (Adjusted),2018,0.875277267
SACD,Value (Adjusted),2019,0.433302292
SoundExchange Distributions,Value (Adjusted),1973,0.0
SoundExchange Distributions,Value (Adjusted),1974,0.0
SoundExchange Distributions,Value (Adjusted),1975,0.0
SoundExchange Distributions,Value (Adjusted),1976,0.0
SoundExchange Distributions,Value (Adjusted),1977,0.0
SoundExchange Distributions,Value (Adjusted),1978,0.0
SoundExchange Distributions,Value (Adjusted),1979,0.0
SoundExchange Distributions,Value (Adjusted),1980,0.0
SoundExchange Distributions,Value (Adjusted),1981,0.0
SoundExchange Distributions,Value (Adjusted),1982,0.0
SoundExchange Distributions,Value (Adjusted),1983,0.0
SoundExchange Distributions,Value (Adjusted),1984,0.0
SoundExchange Distributions,Value (Adjusted),1985,0.0
SoundExchange Distributions,Value (Adjusted),1986,0.0
SoundExchange Distributions,Value (Adjusted),1987,0.0
SoundExchange Distributions,Value (Adjusted),1988,0.0
SoundExchange Distributions,Value (Adjusted),1989,0.0
SoundExchange Distributions,Value (Adjusted),1990,0.0
SoundExchange Distributions,Value (Adjusted),1991,0.0
SoundExchange Distributions,Value (Adjusted),1992,0.0
SoundExchange Distributions,Value (Adjusted),1993,0.0
SoundExchange Distributions,Value (Adjusted),1994,0.0
SoundExchange Distributions,Value (Adjusted),1995,0.0
SoundExchange Distributions,Value (Adjusted),1996,0.0
SoundExchange Distributions,Value (Adjusted),1997,0.0
SoundExchange Distributions,Value (Adjusted),1998,0.0
SoundExchange Distributions,Value (Adjusted),1999,0.0
SoundExchange Distributions,Value (Adjusted),2000,0.0
SoundExchange Distributions,Value (Adjusted),2001,0.0
SoundExchange Distributions,Value (Adjusted),2002,0.0
SoundExchange Distributions,Value (Adjusted),2003,0.0
SoundExchange Distributions,Value (Adjusted),2004,9.338450503
SoundExchange Distributions,Value (Adjusted),2005,26.704571429
SoundExchange Distributions,Value (Adjusted),2006,41.594988095
SoundExchange Distributions,Value (Adjusted),2007,44.644396527
SoundExchange Distributions,Value (Adjusted),2008,118.74288793
SoundExchange Distributions,Value (Adjusted),2009,185.304462633
SoundExchange Distributions,Value (Adjusted),2010,292.171389001
SoundExchange Distributions,Value (Adjusted),2011,331.875948591
SoundExchange Distributions,Value (Adjusted),2012,514.445211983
SoundExchange Distributions,Value (Adjusted),2013,647.930273827
SoundExchange Distributions,Value (Adjusted),2014,835.213587287
SoundExchange Distributions,Value (Adjusted),2015,865.719793095
SoundExchange Distributions,Value (Adjusted),2016,941.535964784
SoundExchange Distributions,Value (Adjusted),2017,680.027594648
SoundExchange Distributions,Value (Adjusted),2018,970.064512738
SoundExchange Distributions,Value (Adjusted),2019,908.2
Synchronization,Value (Adjusted),1973,0.0
Synchronization,Value (Adjusted),1974,0.0
Synchronization,Value (Adjusted),1975,0.0
Synchronization,Value (Adjusted),1976,0.0
Synchronization,Value (Adjusted),1977,0.0
Synchronization,Value (Adjusted),1978,0.0
Synchronization,Value (Adjusted),1979,0.0
Synchronization,Value (Adjusted),1980,0.0
Synchronization,Value (Adjusted),1981,0.0
Synchronization,Value (Adjusted),1982,0.0
Synchronization,Value (Adjusted),1983,0.0
Synchronization,Value (Adjusted),1984,0.0
Synchronization,Value (Adjusted),1985,0.0
Synchronization,Value (Adjusted),1986,0.0
Synchronization,Value (Adjusted),1987,0.0
Synchronization,Value (Adjusted),1988,0.0
Synchronization,Value (Adjusted),1989,0.0
Synchronization,Value (Adjusted),1990,0.0
Synchronization,Value (Adjusted),1991,0.0
Synchronization,Value (Adjusted),1992,0.0
Synchronization,Value (Adjusted),1993,0.0
Synchronization,Value (Adjusted),1994,0.0
Synchronization,Value (Adjusted),1995,0.0
Synchronization,Value (Adjusted),1996,0.0
Synchronization,Value (Adjusted),1997,0.0
Synchronization,Value (Adjusted),1998,0.0
Synchronization,Value (Adjusted),1999,0.0
Synchronization,Value (Adjusted),2000,0.0
Synchronization,Value (Adjusted),2001,0.0
Synchronization,Value (Adjusted),2002,0.0
Synchronization,Value (Adjusted),2003,0.0
Synchronization,Value (Adjusted),2004,0.0
Synchronization,Value (Adjusted),2005,0.0
Synchronization,Value (Adjusted),2006,0.0
Synchronization,Value (Adjusted),2007,0.0
Synchronization,Value (Adjusted),2008,0.0
Synchronization,Value (Adjusted),2009,239.763716282
Synchronization,Value (Adjusted),2010,221.238928991
Synchronization,Value (Adjusted),2011,223.334328418
Synchronization,Value (Adjusted),2012,212.233985813
Synchronization,Value (Adjusted),2013,208.162343515
Synchronization,Value (Adjusted),2014,204.875818427
Synchronization,Value (Adjusted),2015,218.894529344
Synchronization,Value (Adjusted),2016,228.847859543
Synchronization,Value (Adjusted),2017,242.063251407
Synchronization,Value (Adjusted),2018,290.686928901
Synchronization,Value (Adjusted),2019,276.262360199
Vinyl Single,Value (Adjusted),1973,1094.027702703
Vinyl Single,Value (Adjusted),1974,1006.033630832
Vinyl Single,Value (Adjusted),1975,1005.045641264
Vinyl Single,Value (Adjusted),1976,1101.257130053
Vinyl Single,Value (Adjusted),1977,1034.018658416
Vinyl Single,Value (Adjusted),1978,1020.667440184
Vinyl Single,Value (Adjusted),1979,1245.183404959
Vinyl Single,Value (Adjusted),1980,775.658373786
Vinyl Single,Value (Adjusted),1981,721.127115512
Vinyl Single,Value (Adjusted),1982,749.750580311
Vinyl Single,Value (Adjusted),1983,691.249298193
Vinyl Single,Value (Adjusted),1984,734.983117421
Vinyl Single,Value (Adjusted),1985,667.654433086
Vinyl Single,Value (Adjusted),1986,532.074468066
Vinyl Single,Value (Adjusted),1987,457.527007923
Vinyl Single,Value (Adjusted),1988,389.860716822
Vinyl Single,Value (Adjusted),1989,239.9877
Vinyl Single,Value (Adjusted),1990,184.652033665
Vinyl Single,Value (Adjusted),1991,119.944803965
Vinyl Single,Value (Adjusted),1992,120.995187455
Vinyl Single,Value (Adjusted),1993,90.585732872
Vinyl Single,Value (Adjusted),1994,81.423821862
Vinyl Single,Value (Adjusted),1995,78.341088583
Vinyl Single,Value (Adjusted),1996,77.397753346
Vinyl Single,Value (Adjusted),1997,56.706474766
Vinyl Single,Value (Adjusted),1998,40.309109816
Vinyl Single,Value (Adjusted),1999,42.814107443
Vinyl Single,Value (Adjusted),2000,39.046336237
Vinyl Single,Value (Adjusted),2001,45.328231508
Vinyl Single,Value (Adjusted),2002,35.385543635
Vinyl Single,Value (Adjusted),2003,29.872964674
Vinyl Single,Value (Adjusted),2004,26.93263261
Vinyl Single,Value (Adjusted),2005,17.279428571
Vinyl Single,Value (Adjusted),2006,12.554584821
Vinyl Single,Value (Adjusted),2007,4.933082489
Vinyl Single,Value (Adjusted),2008,3.44354375
Vinyl Single,Value (Adjusted),2009,2.979171425
Vinyl Single,Value (Adjusted),2010,2.696605918
Vinyl Single,Value (Adjusted),2011,5.228182752
Vinyl Single,Value (Adjusted),2012,5.281477044
Vinyl Single,Value (Adjusted),2013,3.269213385
Vinyl Single,Value (Adjusted),2014,5.938887283
Vinyl Single,Value (Adjusted),2015,6.205390253
Vinyl Single,Value (Adjusted),2016,5.198931395
Vinyl Single,Value (Adjusted),2017,6.33967756
Vinyl Single,Value (Adjusted),2018,5.386196747
Vinyl Single,Value (Adjusted),2019,6.795945687
